1	11
2	9
3	11
4	12
5	13
6	15
7	18
8	17
9	19
10	17
11	19
12	18
13	18
14	18
15	19
16	21
17	19
18	22
19	20
20	20
21	20
22	17
23	22
24	21
25	21
26	20
27	20
28	19
29	20
30	20
31	21
32	21
33	21
34	20
35	20
36	21
37	22
38	21
39	22
40	21
41	22
42	22
43	22
44	20
45	21
46	21
47	22
48	22
49	20
50	22
51	22
52	21
53	22
54	22
55	21
56	22
57	21
58	21
59	21
60	21
61	22
62	22
63	21
64	21
65	21
66	22
67	22
68	20
69	20
70	21
71	22
72	21
73	20
74	21
75	22
76	22
77	22
78	22
79	22
80	23
81	21
82	22
83	22
84	21
85	22
86	21
87	22
88	22
89	22
90	22
91	22
92	23
93	21
94	22
95	22
96	20
97	22
98	21
99	22
100	21
