35.15	14
34.25	2
8.333333333333334	5
18.066666666666666	1
13.11111111111111	7
38.5	4
5.5	5
26.666666666666668	8
14.0	7
31.181818181818183	1
25.272727272727273	7
19.6	2
32.92857142857143	6
30.0	2
34.888888888888886	15
31.3	1
32.285714285714285	7
37.333333333333336	8
30.357142857142858	4
20.181818181818183	6
13.25	3
22.88235294117647	5
28.444444444444443	3
3.888888888888889	15
24.333333333333332	9
29.0	1
50.285714285714285	8
24.285714285714285	3
36.30769230769231	2
43.875	2
28.11111111111111	12
19.666666666666668	9
10.0	15
37.5	7
24.571428571428573	4
29.444444444444443	4
31.866666666666667	10
54.2	4
29.25	10
29.6	11
9.357142857142858	12
50.5	1
26.11111111111111	2
4.315789473684211	20
38.6	3
27.583333333333332	12
46.142857142857146	7
41.89473684210526	7
44.36363636363637	1
16.5	9
29.125	2
50.111111111111114	2
26.8	2
49.75	1
38.0	2
58.833333333333336	1
13.0	2
10.0	15
66.0	9
38.0	5
29.285714285714285	1
30.22222222222222	6
31.571428571428573	2
40.333333333333336	13
40.285714285714285	2
26.333333333333332	9
37.888888888888886	12
49.142857142857146	2
17.863636363636363	19
51.0	4
42.0	1
33.0	8
54.333333333333336	10
60.0	5
36.5	5
